"cell_group_name","cnv_name","state","chr","start","end","cnv_subclone","event"
"observation.observation_s30","chr11-region_1878",4,"chr11",67506497,95132645,"Subclone_01","gain"
"observation.observation_s30","chr11-region_1880",2,"chr11",118193740,134253370,"Subclone_01","loss"
"observation.observation_s30","chr12-region_1882",4,"chr12",110719680,118062430,"Subclone_01","gain"
"observation.observation_s30","chr12-region_1883",5,"chr12",118135858,132956304,"Subclone_01","gain"
"observation.observation_s30","chr16-region_1887",4,"chr16",46407,4802950,"Subclone_01","gain"
"observation.observation_s30","chr17-region_1890",2,"chr17",4710489,38323218,"Subclone_01","loss"
"observation.observation_s30","chr19-region_1893",2,"chr19",507497,6424794,"Subclone_01","loss"
"observation.observation_s30","chr20-region_1895",4,"chr20",407498,17682295,"Subclone_01","gain"
"observation.observation_s30","chr20-region_1897",4,"chr20",35953617,56368663,"Subclone_01","gain"
"observation.observation_s30","chr20-region_1898",5,"chr20",57351010,64287821,"Subclone_01","gain"
"observation.observation_s30","chr22-region_1901",2,"chr22",29788608,50628173,"Subclone_01","loss"
"observation.observation_s40","chr1-region_1902",2,"chr1",944204,31364953,"Subclone_01","loss"
"observation.observation_s40","chr1-region_1904",4,"chr1",40344850,84238498,"Subclone_01","gain"
"observation.observation_s40","chr1-region_1906",4,"chr1",151873584,160828261,"Subclone_01","gain"
"observation.observation_s40","chr1-region_1908",4,"chr1",193122017,211830772,"Subclone_01","gain"
"observation.observation_s40","chr1-region_1909",5,"chr1",212285537,247449108,"Subclone_01","gain"
"observation.observation_s40","chr2-region_1911",4,"chr2",152717893,216579180,"Subclone_01","gain"
"observation.observation_s40","chr4-region_1915",4,"chr4",109560205,189963204,"Subclone_01","gain"
"observation.observation_s40","chr6-region_1917",4,"chr6",291630,13632739,"Subclone_01","gain"
"observation.observation_s40","chr6-region_1919",2,"chr6",28121795,34426125,"Subclone_01","loss"
"observation.observation_s40","chr7-region_1922",4,"chr7",43758680,99366262,"Subclone_01","gain"
"observation.observation_s40","chr8-region_1925",4,"chr8",22544986,145056030,"Subclone_01","gain"
"observation.observation_s40","chr9-region_1926",4,"chr9",14521,33282069,"Subclone_01","gain"
"observation.observation_s40","chr9-region_1928",2,"chr9",93121489,137870016,"Subclone_01","loss"
"observation.observation_s40","chr10-region_1929",2,"chr10",134465,43648856,"Subclone_01","loss"
"observation.observation_s40","chr11-region_1931",4,"chr11",167784,839831,"Subclone_01","gain"
"observation.observation_s40","chr11-region_1933",4,"chr11",65653596,105035250,"Subclone_01","gain"
"observation.observation_s40","chr11-region_1935",2,"chr11",119044189,134253370,"Subclone_01","loss"
"observation.observation_s40","chr12-region_1937",4,"chr12",112160188,132956304,"Subclone_01","gain"
"observation.observation_s40","chr14-region_1940",4,"chr14",74493720,106811131,"Subclone_01","gain"
"observation.observation_s40","chr16-region_1942",4,"chr16",46407,4882360,"Subclone_01","gain"
"observation.observation_s40","chr16-region_1944",4,"chr16",69339430,89968060,"Subclone_01","gain"
"observation.observation_s40","chr17-region_1946",2,"chr17",1344272,40417950,"Subclone_01","loss"
"observation.observation_s40","chr19-region_1949",2,"chr19",507497,8439017,"Subclone_01","loss"
"observation.observation_s40","chr20-region_1951",4,"chr20",407498,44752313,"Subclone_01","gain"
"observation.observation_s40","chr20-region_1952",5,"chr20",44885676,64287821,"Subclone_01","gain"
"observation.observation_s40","chr22-region_1955",2,"chr22",35380361,50628173,"Subclone_01","loss"
"observation.observation_s38","chr1-region_1957",4,"chr1",42682427,86914424,"Subclone_01","gain"
"observation.observation_s38","chr1-region_1959",4,"chr1",154155304,159055155,"Subclone_01","gain"
"observation.observation_s38","chr1-region_1961",4,"chr1",202878957,247449108,"Subclone_01","gain"
"observation.observation_s38","chr2-region_1963",4,"chr2",170990823,218254356,"Subclone_01","gain"
"observation.observation_s38","chr7-region_1970",4,"chr7",74231499,100092200,"Subclone_01","gain"
"observation.observation_s38","chr9-region_1973",4,"chr9",14521,34252523,"Subclone_01","gain"
"observation.observation_s38","chr11-region_1976",4,"chr11",167784,1012245,"Subclone_01","gain"
"observation.observation_s38","chr12-region_1979",4,"chr12",43793723,56044675,"Subclone_01","gain"
"observation.observation_s38","chr12-region_1981",4,"chr12",120438090,132956304,"Subclone_01","gain"
"observation.observation_s38","chr16-region_1985",4,"chr16",46407,2268412,"Subclone_01","gain"
"observation.observation_s38","chr19-region_1989",2,"chr19",507497,3574290,"Subclone_01","loss"
"observation.observation_s38","chr20-region_1992",4,"chr20",13714322,54651171,"Subclone_01","gain"
"observation.observation_s38","chr22-region_1996",2,"chr22",45671798,50628173,"Subclone_01","loss"
"observation.observation_s10","chr1-region_1997",2,"chr1",944204,30908761,"Subclone_05","loss"
"observation.observation_s10","chr1-region_1999",4,"chr1",36088875,42702349,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2000",5,"chr1",42807052,53945929,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2001",4,"chr1",54026681,86914424,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2003",4,"chr1",148808181,151372733,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2004",5,"chr1",151399534,161069970,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2005",4,"chr1",161100556,214337131,"Subclone_05","gain"
"observation.observation_s10","chr1-region_2006",5,"chr1",214603195,247449108,"Subclone_05","gain"
"observation.observation_s10","chr2-region_2008",4,"chr2",161308038,218815293,"Subclone_05","gain"
"observation.observation_s10","chr3-region_2010",4,"chr3",3144628,15341368,"Subclone_05","gain"
"observation.observation_s10","chr4-region_2013",4,"chr4",109815510,189963204,"Subclone_05","gain"
"observation.observation_s10","chr6-region_2016",2,"chr6",26103876,33299324,"Subclone_05","loss"
"observation.observation_s10","chr6-region_2018",4,"chr6",37170203,130365425,"Subclone_05","gain"
"observation.observation_s10","chr7-region_2021",4,"chr7",6009245,100155944,"Subclone_05","gain"
"observation.observation_s10","chr8-region_2024",4,"chr8",41929479,80030289,"Subclone_05","gain"
"observation.observation_s10","chr8-region_2025",5,"chr8",80034745,145056030,"Subclone_05","gain"
"observation.observation_s10","chr9-region_2026",4,"chr9",14521,34637809,"Subclone_05","gain"
"observation.observation_s10","chr9-region_2028",2,"chr9",90801787,133376166,"Subclone_05","loss"
"observation.observation_s10","chr10-region_2030",2,"chr10",134465,68792377,"Subclone_05","loss"
"observation.observation_s10","chr10-region_2032",2,"chr10",100969458,133421307,"Subclone_05","loss"
"observation.observation_s10","chr11-region_2033",5,"chr11",167784,615999,"Subclone_05","gain"
"observation.observation_s10","chr11-region_2034",4,"chr11",747329,3840983,"Subclone_05","gain"
"observation.observation_s10","chr11-region_2036",4,"chr11",60937084,67443821,"Subclone_05","gain"
"observation.observation_s10","chr11-region_2037",5,"chr11",67461710,86345931,"Subclone_05","gain"
"observation.observation_s10","chr11-region_2038",4,"chr11",86791059,106098710,"Subclone_05","gain"
"observation.observation_s10","chr11-region_2040",2,"chr11",118359585,134253370,"Subclone_05","loss"
"observation.observation_s10","chr12-region_2042",2,"chr12",6970893,26966650,"Subclone_05","loss"
"observation.observation_s10","chr12-region_2044",4,"chr12",108645109,113185479,"Subclone_05","gain"
"observation.observation_s10","chr12-region_2045",5,"chr12",113221050,132956304,"Subclone_05","gain"
"observation.observation_s10","chr13-region_2047",2,"chr13",75549480,114305817,"Subclone_05","loss"
"observation.observation_s10","chr16-region_2050",5,"chr16",46407,1965509,"Subclone_05","gain"
"observation.observation_s10","chr16-region_2051",4,"chr16",1984207,4882360,"Subclone_05","gain"
"observation.observation_s10","chr16-region_2053",4,"chr16",69424525,89968060,"Subclone_05","gain"
"observation.observation_s10","chr17-region_2055",2,"chr17",6755447,40172183,"Subclone_05","loss"
"observation.observation_s10","chr17-region_2057",2,"chr17",63695902,83095119,"Subclone_05","loss"
"observation.observation_s10","chr19-region_2059",2,"chr19",507497,8308356,"Subclone_05","loss"
"observation.observation_s10","chr19-region_2061",2,"chr19",42230186,47757058,"Subclone_05","loss"
"observation.observation_s10","chr20-region_2063",4,"chr20",407498,40689240,"Subclone_05","gain"
"observation.observation_s10","chr20-region_2064",5,"chr20",41028818,64287821,"Subclone_05","gain"
"observation.observation_s10","chr22-region_2067",2,"chr22",29327680,50628173,"Subclone_05","loss"
"observation.observation_s43","chr1-region_2069",2,"chr1",5991466,31065991,"Subclone_01","loss"
"observation.observation_s43","chr1-region_2071",4,"chr1",36224416,111140216,"Subclone_01","gain"
"observation.observation_s43","chr1-region_2073",4,"chr1",153614255,203309602,"Subclone_01","gain"
"observation.observation_s43","chr1-region_2074",5,"chr1",203626561,247449108,"Subclone_01","gain"
"observation.observation_s43","chr2-region_2076",4,"chr2",149569634,169824931,"Subclone_01","gain"
"observation.observation_s43","chr2-region_2077",5,"chr2",170928464,201085750,"Subclone_01","gain"
"observation.observation_s43","chr2-region_2078",4,"chr2",201116104,216664436,"Subclone_01","gain"
"observation.observation_s43","chr3-region_2080",4,"chr3",3144628,16514026,"Subclone_01","gain"
"observation.observation_s43","chr3-region_2082",4,"chr3",63833870,180989774,"Subclone_01","gain"
"observation.observation_s43","chr4-region_2085",4,"chr4",107989714,189963204,"Subclone_01","gain"
"observation.observation_s43","chr5-region_2087",4,"chr5",112160526,138935034,"Subclone_01","gain"
"observation.observation_s43","chr6-region_2090",2,"chr6",25962802,33298401,"Subclone_01","loss"
"observation.observation_s43","chr6-region_2092",4,"chr6",36493892,42050357,"Subclone_01","gain"
"observation.observation_s43","chr6-region_2093",5,"chr6",42206801,96555276,"Subclone_01","gain"
"observation.observation_s43","chr6-region_2094",4,"chr6",96889313,158644739,"Subclone_01","gain"
"observation.observation_s43","chr7-region_2097",4,"chr7",44796680,97181763,"Subclone_01","gain"
"observation.observation_s43","chr8-region_2099",4,"chr8",614746,54102017,"Subclone_01","gain"
"observation.observation_s43","chr8-region_2100",5,"chr8",54135210,145056030,"Subclone_01","gain"
"observation.observation_s43","chr9-region_2101",4,"chr9",14521,37436990,"Subclone_01","gain"
"observation.observation_s43","chr9-region_2103",2,"chr9",99222064,137870016,"Subclone_01","loss"
"observation.observation_s43","chr10-region_2104",2,"chr10",134465,73783652,"Subclone_01","loss"
"observation.observation_s43","chr11-region_2107",2,"chr11",64726911,66345125,"Subclone_01","loss"
"observation.observation_s43","chr11-region_2109",4,"chr11",72189558,108107776,"Subclone_01","gain"
"observation.observation_s43","chr11-region_2111",2,"chr11",119093854,134253370,"Subclone_01","loss"
"observation.observation_s43","chr12-region_2113",2,"chr12",6533927,24949459,"Subclone_01","loss"
"observation.observation_s43","chr12-region_2115",4,"chr12",106237877,113391625,"Subclone_01","gain"
"observation.observation_s43","chr12-region_2116",5,"chr12",113392445,132956304,"Subclone_01","gain"
"observation.observation_s43","chr14-region_2119",4,"chr14",103556544,106811131,"Subclone_01","gain"
"observation.observation_s43","chr15-region_2120",2,"chr15",22838641,64868007,"Subclone_01","loss"
"observation.observation_s43","chr16-region_2122",4,"chr16",46407,19522145,"Subclone_01","gain"
"observation.observation_s43","chr17-region_2125",2,"chr17",4796144,40457731,"Subclone_01","loss"
"observation.observation_s43","chr19-region_2128",2,"chr19",507497,5668478,"Subclone_01","loss"
"observation.observation_s43","chr19-region_2130",2,"chr19",38836388,45526983,"Subclone_01","loss"
"observation.observation_s43","chr19-region_2132",4,"chr19",50797704,58558960,"Subclone_01","gain"
"observation.observation_s43","chr20-region_2133",4,"chr20",407498,5126626,"Subclone_01","gain"
"observation.observation_s43","chr20-region_2135",4,"chr20",35699272,44908532,"Subclone_01","gain"
"observation.observation_s43","chr20-region_2136",5,"chr20",44966474,56368663,"Subclone_01","gain"
"observation.observation_s43","chr20-region_2137",6,"chr20",57351010,64287821,"Subclone_01","gain"
"observation.observation_s43","chr22-region_2140",2,"chr22",29327680,50628173,"Subclone_01","loss"
"observation.observation_s46","chr1-region_2142",4,"chr1",202940823,247449108,"Subclone_01","gain"
"observation.observation_s46","chr2-region_2144",4,"chr2",172427354,241686991,"Subclone_01","gain"
"observation.observation_s46","chr3-region_2146",2,"chr3",42581840,69106066,"Subclone_01","loss"
"observation.observation_s46","chr4-region_2148",4,"chr4",425815,189963204,"Subclone_01","gain"
"observation.observation_s46","chr6-region_2150",4,"chr6",291630,26546254,"Subclone_01","gain"
"observation.observation_s46","chr6-region_2152",2,"chr6",30720201,36687339,"Subclone_01","loss"
"observation.observation_s46","chr6-region_2154",2,"chr6",129576132,170584692,"Subclone_01","loss"
"observation.observation_s46","chr7-region_2156",4,"chr7",65960684,142627399,"Subclone_01","gain"
"observation.observation_s46","chr10-region_2161",4,"chr10",80454166,96995959,"Subclone_01","gain"
"observation.observation_s46","chr11-region_2164",4,"chr11",64225941,93784391,"Subclone_01","gain"
"observation.observation_s46","chr12-region_2166",4,"chr12",280129,15903478,"Subclone_01","gain"
"observation.observation_s46","chr12-region_2168",4,"chr12",121429097,132956304,"Subclone_01","gain"
"observation.observation_s46","chr13-region_2170",4,"chr13",72708357,114305817,"Subclone_01","gain"
"observation.observation_s46","chr14-region_2172",4,"chr14",105172938,106811131,"Subclone_01","gain"
"observation.observation_s46","chr15-region_2173",5,"chr15",22838641,43773279,"Subclone_01","gain"
"observation.observation_s46","chr15-region_2174",4,"chr15",43777087,101652391,"Subclone_01","gain"
"observation.observation_s46","chr16-region_2175",4,"chr16",46407,1961975,"Subclone_01","gain"
"observation.observation_s46","chr17-region_2178",2,"chr17",28546707,38735044,"Subclone_01","loss"
"observation.observation_s46","chr19-region_2181",2,"chr19",507497,8005659,"Subclone_01","loss"
"observation.observation_s46","chr19-region_2183",2,"chr19",34172504,39934626,"Subclone_01","loss"
"observation.observation_s46","chr19-region_2185",2,"chr19",54102728,58558960,"Subclone_01","loss"
"observation.observation_s46","chr20-region_2186",4,"chr20",407498,64287821,"Subclone_01","gain"
"observation.observation_s4","chr1-region_2190",2,"chr1",15409895,28500369,"Subclone_01","loss"
"observation.observation_s4","chr1-region_2192",4,"chr1",36155579,66988619,"Subclone_01","gain"
"observation.observation_s4","chr1-region_2194",4,"chr1",145917714,150629612,"Subclone_01","gain"
"observation.observation_s4","chr1-region_2195",5,"chr1",150730196,156800817,"Subclone_01","gain"
"observation.observation_s4","chr1-region_2196",4,"chr1",156806243,161125445,"Subclone_01","gain"
"observation.observation_s4","chr1-region_2198",4,"chr1",209756032,247449108,"Subclone_01","gain"
"observation.observation_s4","chr2-region_2200",2,"chr2",111196350,157488961,"Subclone_01","loss"
"observation.observation_s4","chr6-region_2206",2,"chr6",26596952,35728583,"Subclone_01","loss"
"observation.observation_s4","chr7-region_2208",4,"chr7",192969,6059230,"Subclone_01","gain"
"observation.observation_s4","chr8-region_2210",4,"chr8",614746,27615031,"Subclone_01","gain"
"observation.observation_s4","chr8-region_2212",4,"chr8",100685816,145056030,"Subclone_01","gain"
"observation.observation_s4","chr11-region_2215",5,"chr11",167784,839831,"Subclone_01","gain"
"observation.observation_s4","chr11-region_2216",4,"chr11",837356,3797792,"Subclone_01","gain"
"observation.observation_s4","chr11-region_2218",4,"chr11",65714896,116837950,"Subclone_01","gain"
"observation.observation_s4","chr12-region_2220",4,"chr12",280129,6970825,"Subclone_01","gain"
"observation.observation_s4","chr12-region_2222",4,"chr12",47782722,56636816,"Subclone_01","gain"
"observation.observation_s4","chr13-region_2225",2,"chr13",45954465,114305817,"Subclone_01","loss"
"observation.observation_s4","chr14-region_2227",4,"chr14",69050881,106811131,"Subclone_01","gain"
"observation.observation_s4","chr16-region_2229",5,"chr16",46407,1793700,"Subclone_01","gain"
"observation.observation_s4","chr16-region_2230",4,"chr16",1782901,4802950,"Subclone_01","gain"
"observation.observation_s4","chr17-region_2233",2,"chr17",21284672,40357643,"Subclone_01","loss"
"observation.observation_s4","chr19-region_2237",4,"chr19",18306230,38908893,"Subclone_01","gain"
"observation.observation_s4","chr19-region_2239",4,"chr19",50797704,58558960,"Subclone_01","gain"
"observation.observation_s4","chr20-region_2241",4,"chr20",35626031,53609907,"Subclone_01","gain"
"observation.observation_s4","chr20-region_2242",5,"chr20",54207847,64287821,"Subclone_01","gain"
"observation.observation_s33","chr1-region_2245",2,"chr1",944204,28769775,"Subclone_03","loss"
"observation.observation_s33","chr1-region_2247",4,"chr1",32936445,40423326,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2248",5,"chr1",40691648,65436007,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2249",4,"chr1",65792514,93369498,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2251",4,"chr1",148290889,151070325,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2252",5,"chr1",151156664,153631360,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2253",6,"chr1",153627926,158849506,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2254",5,"chr1",158930796,181092899,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2255",4,"chr1",182381704,202809470,"Subclone_03","gain"
"observation.observation_s33","chr1-region_2256",5,"chr1",202878957,247449108,"Subclone_03","gain"
"observation.observation_s33","chr2-region_2257",2,"chr2",217730,27071773,"Subclone_03","loss"
"observation.observation_s33","chr2-region_2259",4,"chr2",162318840,241686991,"Subclone_03","gain"
"observation.observation_s33","chr3-region_2260",4,"chr3",3144628,23980618,"Subclone_03","gain"
"observation.observation_s33","chr3-region_2262",4,"chr3",129169484,152465780,"Subclone_03","gain"
"observation.observation_s33","chr4-region_2265",4,"chr4",109740694,189963204,"Subclone_03","gain"
"observation.observation_s33","chr5-region_2267",2,"chr5",141991749,160065543,"Subclone_03","loss"
"observation.observation_s33","chr5-region_2269",4,"chr5",176526697,179730925,"Subclone_03","gain"
"observation.observation_s33","chr5-region_2270",5,"chr5",179793980,181248096,"Subclone_03","gain"
"observation.observation_s33","chr6-region_2272",2,"chr6",24704861,33298401,"Subclone_03","loss"
"observation.observation_s33","chr6-region_2274",4,"chr6",36676460,111873452,"Subclone_03","gain"
"observation.observation_s33","chr7-region_2277",4,"chr7",54752250,134459284,"Subclone_03","gain"
"observation.observation_s33","chr8-region_2279",4,"chr8",614746,63039171,"Subclone_03","gain"
"observation.observation_s33","chr8-region_2280",5,"chr8",63168553,144291370,"Subclone_03","gain"
"observation.observation_s33","chr8-region_2281",6,"chr8",144291591,145056030,"Subclone_03","gain"
"observation.observation_s33","chr9-region_2282",4,"chr9",14521,34637809,"Subclone_03","gain"
"observation.observation_s33","chr9-region_2284",2,"chr9",83968083,128724127,"Subclone_03","loss"
"observation.observation_s33","chr10-region_2286",2,"chr10",134465,62096944,"Subclone_03","loss"
"observation.observation_s33","chr10-region_2288",2,"chr10",102673731,133421307,"Subclone_03","loss"
"observation.observation_s33","chr11-region_2289",4,"chr11",167784,842545,"Subclone_03","gain"
"observation.observation_s33","chr11-region_2291",4,"chr11",67435510,102470384,"Subclone_03","gain"
"observation.observation_s33","chr12-region_2294",4,"chr12",47782722,57808071,"Subclone_03","gain"
"observation.observation_s33","chr12-region_2296",4,"chr12",112405190,132956304,"Subclone_03","gain"
"observation.observation_s33","chr14-region_2298",4,"chr14",20311368,23509862,"Subclone_03","gain"
"observation.observation_s33","chr15-region_2301",2,"chr15",43746392,63071915,"Subclone_03","loss"
"observation.observation_s33","chr16-region_2303",5,"chr16",46407,2520218,"Subclone_03","gain"
"observation.observation_s33","chr16-region_2304",4,"chr16",2520357,9121640,"Subclone_03","gain"
"observation.observation_s33","chr16-region_2306",4,"chr16",66720893,87869488,"Subclone_03","gain"
"observation.observation_s33","chr16-region_2307",5,"chr16",88453317,89968060,"Subclone_03","gain"
"observation.observation_s33","chr17-region_2309",2,"chr17",3662896,39663484,"Subclone_03","loss"
"observation.observation_s33","chr19-region_2312",2,"chr19",507497,7670454,"Subclone_03","loss"
"observation.observation_s33","chr19-region_2314",2,"chr19",12945855,19663693,"Subclone_03","loss"
"observation.observation_s33","chr19-region_2316",4,"chr19",50329653,58558960,"Subclone_03","gain"
"observation.observation_s33","chr20-region_2317",4,"chr20",407498,36951843,"Subclone_03","gain"
"observation.observation_s33","chr20-region_2318",5,"chr20",37178410,64287821,"Subclone_03","gain"
"observation.observation_s33","chr22-region_2320",2,"chr22",17084954,50628173,"Subclone_03","loss"
"observation.observation_s42","chr1-region_2321",2,"chr1",944204,31296782,"Subclone_01","loss"
"observation.observation_s42","chr1-region_2323",4,"chr1",36339624,85277090,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2325",4,"chr1",145917714,150280916,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2326",5,"chr1",150293720,151763564,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2327",6,"chr1",151873584,156601496,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2328",5,"chr1",156699606,161125445,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2329",4,"chr1",161120974,202958572,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2330",5,"chr1",202961869,235883640,"Subclone_01","gain"
"observation.observation_s42","chr1-region_2331",4,"chr1",236142505,247449108,"Subclone_01","gain"
"observation.observation_s42","chr2-region_2332",2,"chr2",217730,32618899,"Subclone_01","loss"
"observation.observation_s42","chr2-region_2334",4,"chr2",189784085,218597080,"Subclone_01","gain"
"observation.observation_s42","chr3-region_2337",4,"chr3",129278828,156706770,"Subclone_01","gain"
"observation.observation_s42","chr4-region_2339",4,"chr4",425815,27025381,"Subclone_01","gain"
"observation.observation_s42","chr4-region_2341",2,"chr4",70704204,101348278,"Subclone_01","loss"
"observation.observation_s42","chr5-region_2344",2,"chr5",32124704,76708132,"Subclone_01","loss"
"observation.observation_s42","chr6-region_2347",2,"chr6",26103876,33418317,"Subclone_01","loss"
"observation.observation_s42","chr6-region_2349",4,"chr6",41787662,44450426,"Subclone_01","gain"
"observation.observation_s42","chr7-region_2352",4,"chr7",43608456,50405101,"Subclone_01","gain"
"observation.observation_s42","chr7-region_2353",5,"chr7",54752250,92110673,"Subclone_01","gain"
"observation.observation_s42","chr7-region_2354",4,"chr7",92112151,99394801,"Subclone_01","gain"
"observation.observation_s42","chr8-region_2357",4,"chr8",93857807,116849463,"Subclone_01","gain"
"observation.observation_s42","chr8-region_2358",5,"chr8",116845935,142752534,"Subclone_01","gain"
"observation.observation_s42","chr8-region_2359",6,"chr8",143017982,145056030,"Subclone_01","gain"
"observation.observation_s42","chr9-region_2360",4,"chr9",14521,35661511,"Subclone_01","gain"
"observation.observation_s42","chr10-region_2362",2,"chr10",134465,68075348,"Subclone_01","loss"
"observation.observation_s42","chr10-region_2364",2,"chr10",102152176,133421307,"Subclone_01","loss"
"observation.observation_s42","chr11-region_2365",5,"chr11",167784,915058,"Subclone_01","gain"
"observation.observation_s42","chr11-region_2366",4,"chr11",924894,2992377,"Subclone_01","gain"
"observation.observation_s42","chr11-region_2368",4,"chr11",62832342,67421183,"Subclone_01","gain"
"observation.observation_s42","chr11-region_2369",5,"chr11",67403915,77821017,"Subclone_01","gain"
"observation.observation_s42","chr11-region_2370",4,"chr11",77821109,95790409,"Subclone_01","gain"
"observation.observation_s42","chr11-region_2372",2,"chr11",118344344,134253370,"Subclone_01","loss"
"observation.observation_s42","chr12-region_2374",2,"chr12",8940363,26966650,"Subclone_01","loss"
"observation.observation_s42","chr12-region_2376",4,"chr12",47205898,49708165,"Subclone_01","gain"
"observation.observation_s42","chr12-region_2377",5,"chr12",49707725,56189567,"Subclone_01","gain"
"observation.observation_s42","chr12-region_2378",4,"chr12",56222015,57251193,"Subclone_01","gain"
"observation.observation_s42","chr12-region_2380",2,"chr12",68842197,103988874,"Subclone_01","loss"
"observation.observation_s42","chr12-region_2382",4,"chr12",112978395,132956304,"Subclone_01","gain"
"observation.observation_s42","chr13-region_2384",2,"chr13",50909678,114305817,"Subclone_01","loss"
"observation.observation_s42","chr14-region_2385",4,"chr14",20311368,23100462,"Subclone_01","gain"
"observation.observation_s42","chr16-region_2388",6,"chr16",46407,1793700,"Subclone_01","gain"
"observation.observation_s42","chr16-region_2389",5,"chr16",1782901,3486963,"Subclone_01","gain"
"observation.observation_s42","chr16-region_2390",4,"chr16",3651639,28495575,"Subclone_01","gain"
"observation.observation_s42","chr16-region_2392",4,"chr16",75293698,89968060,"Subclone_01","gain"
"observation.observation_s42","chr17-region_2394",2,"chr17",7558292,36499310,"Subclone_01","loss"
"observation.observation_s42","chr17-region_2396",2,"chr17",74748652,83095119,"Subclone_01","loss"
"observation.observation_s42","chr19-region_2398",2,"chr19",507497,5791238,"Subclone_01","loss"
"observation.observation_s42","chr19-region_2400",4,"chr19",10350529,12734775,"Subclone_01","gain"
"observation.observation_s42","chr19-region_2401",5,"chr19",12763003,37172741,"Subclone_01","gain"
"observation.observation_s42","chr19-region_2402",4,"chr19",38244035,41353911,"Subclone_01","gain"
"observation.observation_s42","chr19-region_2404",4,"chr19",47045907,58558960,"Subclone_01","gain"
"observation.observation_s42","chr20-region_2405",4,"chr20",407498,36050960,"Subclone_01","gain"
"observation.observation_s42","chr20-region_2406",5,"chr20",36306336,53609907,"Subclone_01","gain"
"observation.observation_s42","chr20-region_2407",6,"chr20",54207847,64287821,"Subclone_01","gain"
"observation.observation_s42","chr22-region_2410",2,"chr22",30970677,50628173,"Subclone_01","loss"
"observation.observation_s45","chr1-region_2411",2,"chr1",944204,32333635,"Subclone_01","loss"
"observation.observation_s45","chr1-region_2413",4,"chr1",45627304,88836255,"Subclone_01","gain"
"observation.observation_s45","chr1-region_2415",2,"chr1",114704469,153958625,"Subclone_01","loss"
"observation.observation_s45","chr1-region_2417",4,"chr1",201955491,247449108,"Subclone_01","gain"
"observation.observation_s45","chr2-region_2418",2,"chr2",217730,24793382,"Subclone_01","loss"
"observation.observation_s45","chr2-region_2420",4,"chr2",38665910,65130106,"Subclone_01","gain"
"observation.observation_s45","chr2-region_2422",4,"chr2",144364364,161236221,"Subclone_01","gain"
"observation.observation_s45","chr2-region_2423",5,"chr2",161308038,202567751,"Subclone_01","gain"
"observation.observation_s45","chr2-region_2424",4,"chr2",203014879,216664436,"Subclone_01","gain"
"observation.observation_s45","chr3-region_2426",5,"chr3",3144628,11771350,"Subclone_01","gain"
"observation.observation_s45","chr3-region_2427",4,"chr3",12583601,23923692,"Subclone_01","gain"
"observation.observation_s45","chr3-region_2429",4,"chr3",70954693,129277773,"Subclone_01","gain"
"observation.observation_s45","chr3-region_2430",5,"chr3",129278828,197956610,"Subclone_01","gain"
"observation.observation_s45","chr5-region_2433",2,"chr5",134114711,181248096,"Subclone_01","loss"
"observation.observation_s45","chr6-region_2434",4,"chr6",291630,24667033,"Subclone_01","gain"
"observation.observation_s45","chr6-region_2436",2,"chr6",29722775,36547470,"Subclone_01","loss"
"observation.observation_s45","chr6-region_2438",4,"chr6",43511827,126348875,"Subclone_01","gain"
"observation.observation_s45","chr7-region_2441",4,"chr7",5620047,98310441,"Subclone_01","gain"
"observation.observation_s45","chr7-region_2443",4,"chr7",103297422,134970728,"Subclone_01","gain"
"observation.observation_s45","chr8-region_2445",4,"chr8",614746,38060365,"Subclone_01","gain"
"observation.observation_s45","chr8-region_2446",5,"chr8",38163321,143829859,"Subclone_01","gain"
"observation.observation_s45","chr8-region_2447",4,"chr8",143915147,145056030,"Subclone_01","gain"
"observation.observation_s45","chr9-region_2448",5,"chr9",14521,32573184,"Subclone_01","gain"
"observation.observation_s45","chr9-region_2449",4,"chr9",33025211,37592642,"Subclone_01","gain"
"observation.observation_s45","chr10-region_2451",2,"chr10",134465,79316528,"Subclone_01","loss"
"observation.observation_s45","chr11-region_2453",4,"chr11",167784,8920084,"Subclone_01","gain"
"observation.observation_s45","chr11-region_2455",4,"chr11",62676498,64204543,"Subclone_01","gain"
"observation.observation_s45","chr11-region_2456",5,"chr11",64206678,86345931,"Subclone_01","gain"
"observation.observation_s45","chr11-region_2457",4,"chr11",86791059,104969436,"Subclone_01","gain"
